,text,score
1542,Seize the day. Then make it pay for what it did to you.,1633
1543,Many people suck.,1749
1544,America: church begins at 1pm Eastern time. On your couch. Bring beer.,1777
1545,"""It was Adam and Eve, not Adam and Steve!"" Whatever. The point is, it was two people with contemporary American names.",2283
1546,I conceived life as something to keep people busy while they converted food into shit.,1597
1547,"I already know what you want. So why do I make you pray? Because I want to hear you say it, bitches.",6785
1548,"Australia, this is exactly why I put you where I don't have to look at you.",3891
1549,Peyton Manning is much better at his job than I am at Mine.,1415
1550,The problem was you were simply not ready for some football.,1875
1551,Thou shalt be ready for some football.,1723
1552,"When something bad happens to you, don't ask ""Why me, Lord?"", because it makes Me look bad in front of the angels.",1797
1553,"Sitting here re-reading the Bible. Man, I was crazy then.",5470
1554,It's never too late to give up.,1666
1555,"""If you created the Earth in six days why are some fossils over 500 million years old?"" Because shut up.",4139
1556,I never said I didn't make mistakes. I said they were your fault.,1654
1557,"Hard to believe it was exactly 5,774 years ago today that I created the Earth. Yep. Really hard to believe.",4230
1558,If it's any consolation sometimes I pray to Myself and I STILL don't listen.,1923
1559,"Ah, humanity. I give you rainbows, but you prefer Fifty Shades of Grey.",3950
1560,"""'Football'? In my country we call it 'soccer'!"" Yes, and in your country you call a six-piece KFC extra-crispy bucket 'breakfast'.",3203
1561,"Ah, football. The beautiful game. The beautiful, corrupt, racist, anger-fueling, alcoholism-spreading, hooligan-spawning game.",3048
1562,Quit staring at the world. There's a whole universe in your phone that's just waiting for you to discover.,1936
1563,So many Jehovah's Witnesses and yet still not a shred of Jehovah's Evidence.,3546
1564,People who don't take medicine because they think I'll protect them from disease are over three hundred different kinds of stupid.,2873
1565,"Why don't the people who cite Bible verses ever cite Genesis 19:30-38, where Lot's daughters get him drunk and fuck him? #StillRelevant",3573
1566,It's funny how many streets are named for the kind of trees chopped down to pave them.,1836
1567,"Fear not, My beloved Tebow. I never close a door without opening an analyst gig on Fox Sports.",1590
1568,RT this or the terrorists win.,1198
1569,"Don't think summer ends this weekend. The truth is that thanks to you, summer won't be ending for a long, long time.",1722
1570,Increased U.S. involvement in the Middle East is always a good idea.,1367
1571,"Though I do not answer your tweets, know that I read them all, and that their kind words make Me wish I did not have to eventually kill you.",1983
1572,"Sometimes Jesus appears on toast, sometimes pancakes, sometimes waffles. Always on breakfast food. Why? It's the most important meal.",2329
1573,"Life is funny: one day you're a nobody, the next you still are.",2080
1574,"When tens of thousands of refugees from your country are fleeing TO Iraq, your country is in a bad way.",1542
1575,Martin Luther King Jr. was Jesus's brother from another mother.,1586
1576,I hate what you've done with the place.,2261
1577,"Shit's fucked up, is what I'm sayin'.",1619
1578,Sigh... maybe Nietzsche was right.,1620
1579,I work in mysterious ways. If at all.,1613
1580,Never forget that your Heavenly Father loves you and is watching over you and is extremely disappointed in what you've done with your life.,2108
1581,Inner peace requires outer up-shutting.,2102
1582,I did not create the entire universe in six days for you to go around twerking.,7259
1583,Most popular music should not be.,2168
1584,"Knock it off, Kanye. Real gods don't autotune.",2778
1585,You'll have much better odds looking for the meaninglessness of life.,1577
1586,"If I gave you the ability to easily and pleasurably masturbate and simultaneously declared masturbation a sin, I am a cosmic asshole.",2310
1587,I expect to hear all of you moaning My name tonight. In groups of two. Minimum.,2014
1588,In a court of law you're innocent until proven guilty. In reality you're innocent until you commit a crime. Note the difference.,1991
1589,Changing religions is like switching cigarette brands.,1794
1590,Let he who hath no sin among thee cast the next Batman.,3437
1591,"People who don't get sarcasm are very, very, very, very smart.",3674
1592,You know who's very upset about Ben Affleck being cast as Batman? Syrian children killed by chemical weapons.#TalkAboutFirstWorldProblems,6387
1593,"You atheists bitch and moan that I'm a fictional character, but cast Ben Affleck as Batman and it's ""Sacrilege!"" this and ""Blasphemy!"" that.",3294
1594,If I could re-edit the Bible I wouldn't delete all the gay orgies.,2540
1595,"""YOL∞"". - Hindu cliché.",2913
1596,The problem with a lot of people these days is they're stupid.,3835
1597,I won't be satisfied until I have enough followers to form sects that fight about how to interpret My tweets until they kill each other.,4305
1598,"How do I feel about millions of people killing each other in My name? How do you think I feel? Very, very flattered.",2029
1599,"""Aren't I allowed to have an opinion?"" is what people say when they have a stupid opinion.",2082
1600,You're so vain. I bet you think this universe is about you.,2369
1601,"An eye for an eye, a tooth for a tooth. But a tooth is worth half an eye, so an eye for two teeth also works, if you're out of eyes.",1680
1602,There is no area on earth to which I have devoted more time and attention than the Middle East and just look at the fucking place.,3391
1603,America is the greatest country on earth at thinking it's the greatest country on earth.,3297
1604,"Just updated My Facebook status from ""Single"" to ""In a Trinity"". #wayoverdue",3063
1605,Quite a mess you've gotten yourself into down there. Good luck with that.,1831
1606,My book is awesome.http://t.co/W3sRkyDGaqIt's awesome on Kindle too.http://t.co/N2mZLTfYKVHere's a review.http://t.co/X3KNNIarm9,186
1607,Why is everyone I talk to crazy?,2238
1608,Thank Satan it's Monday.,3578
1609,Bless you for sneezing? Why don't I just make you Pope for burping while I'm at it?,2218
1610,The secret to effective prayer is asking for things that would have happened anyway.,4878
1611,Church is for losers.,2125
1612,"Millions of people simultaneously believe both that Barack Obama is Muslim and that I had a son born of a virgin. Humanity, you're the best!",1955
1613,"Never doubt that a small group of thoughtless, confused citizens can mess up the world. Indeed, it is the only thing that ever has.",1875
1614,If Michael Jackson knew Justin Bieber remixed one of his songs he'd be masturbating in his grave.,2847
1615,I'm bored. Look out.,2280
1616,The earthquakes in New Zealand will continue until the One Ring is forever destroyed.,2523
1617,The next generation has been the worst generation in the minds of the present generation for 500 generations.,2709
1618,Twitter is where spelling grammer and punctuation go 2 die,1609
1619,"Planting all those fossils wasn't easy, but it's worth it to see the looks on evolutionists' faces when I tell them they're going to hell.",3271
1620,I've put in six honest days' work in My whole career.,2489
1621,"Dear Tim,Brady's knee is hurt!Happy birthday, buddy!Love,Uncle God",3286
1622,"I'm so sick of ""damning it"" for you people. Damn it yourselves, damn it.",3126
1623,Retweet this and nothing will happen.,2320
1624,Many people pass their days in a series of near-life experiences.,1780
1625,With faith all facts are ignorable.,2618
1626,If I didn't mean for you to eat pigs I wouldn't have made them out of pork.,2397
1627,Muslims have martyrs. Christians have saints. Atheists have cool dead people.,2921
1628,Being gay in Russia is even worse than being Russian in Russia.,3537
1629,Male nipples are just Me messing with you.,1757
1630,"When people say ""To be honest..."", it means that up to that point they've been lying.",1605
1631,Attention: will the owners of a blue planet with tectonic plates please tend to your vehicle. It is overheating.,7468
1632,It is here! http://t.co/kCwDqKxwCD,57
1633,"""Creation science"" has the same intellectual heft as ""dragon anatomy"".",1993
1634,I'm the world's best-known designer and people still wonder if I'm gay-friendly?,3313
1635,Next universe I'll do better.,2736
1636,"My favorite word is ""Amen"" because when I hear it it means you're done asking Me for stupid shit.",13477
1637,It's not you. It's Me. I don't like you.,2045
1638,I created the Earth for you. I created the rest of the universe because I need My space.,2213
1639,Take comfort in your cosmic insignificance.,2058
1640,"Instead of trying to please other people, try pissing them off.",1670
1641,I need to be constantly told how great I am because I'm very insecure in My omnipotence.,2133
1642,Most of you are ruining it for a few of you.,1432
1643,Being an asshole is a lifestyle choice.,4330
1644,"Once in a while people do something so stupid, even My son yells ""Jesus fucking Christ!""",1768
1645,"No matter what the verdict in the #ZimmermanTrial, he's already guilty of one thing: murder.",1561
1646,SHARKNADO SEQUELSWolfcanoBearnamiHippoquakePiranhurricaneTarantulavalancheLizard Blizzard,6870
1647,Sharknados! Why didn't I think of that?,1773
1648,"Which came first, the chicken or the egg? Neither. The rooster came first.",1680
1649,The least developed form of man is Homo phobicus.,2199
1650,"The most ""traditional American values"" include respecting the land, living in tents, and using every part of the buffalo.",1938
1651,I just fucking hate Sarah Palin.,3207
1652,"Mexico is now the world's fattest populous country. America is #2. Canada's not even Top Ten! Dammit, hosers, put extra syrup on that bacon!",1585
1653,I can beat up Thor any day of the week. Including his.,1709
1654,Life is a journey. Death is the destination.,1759
1655,I've got the best fans in the whole world because they're the kind of fans willing to kill themselves and each other to prove they are.,1683
1656,The bad weather will continue until the climate improves.,1284
1657,That awkward moment when you tell Eve a tiny man will be living in her uterus for 9 months before emerging watermelon-sized from her vagina.,2038
1658,"""It was God's will"" is functionally indistinguishable from ""Shit happens"".",4412
1659,It all makes sense if you don't think about it.,1980
1660,Earth was the first world I created. It has all kinds of problems. #firstworldproblems,2743
1661,"I wish Twitter would verify Me. Hell, I wish ANYBODY would verify Me.",2483
1662,"You're welcome, Britain.",8287
1663,I call your name during sex.,1877
1664,"Egypt is one of those rare countries whose ""good old days"" were in 2,000 B.C.",2733
1665,Paranoia can be a rewarding alternative to accepting the fact nobody cares about you.,1364
1666,To the many Americans waking up this morning with a patriotism hangover: I'm afraid the only cure is invading another country.,1691
1667,Retweet this if you don't believe in its Author.,1732
1668,A fireworks show is like a gay missile attack.,2469
1669,Having a BBQ in heaven. I just swiped one of Adam's ribs. Seems like old times.,2960
1670,Here's an interview with a guy who claims to work with Me but way overstates his involvement. Plus he mumbles a lot. http://t.co/yx7EPd5g63,215
1671,The main difference between the Gay Pride parade and the Fourth of July parade is the people in the Gay Pride parade KNOW they're gay.,2186
1672,"""We hold these truths to be self-evident, that all men are created equal."" - A man who owned other men.",3562
1673,I Saved the Queen!,2039
1674,"Wow, Andy Murray really looked Scottish in those first two sets. But he took that third like a true Englishman!",1557
1675,"To the people asking Me to intervene in Tahrir: Sorry, but acting in the best interest of Egyptians has never been My strong suit.",1447
1676,"""Hail Satan"" is trending. Good for him! He's a hard-working guy who doesn't get enough credit.",3875
1677,You're My World of Warcraft.,1480
1678,"For many people, ""live and learn"" is one task too many.",1619
1679,"Jews, Christians and Muslims all worship the same God. I'm like pie: Sometimes plain, and sometimes Allah mode.",3602
1680,How did that one kid in kindergarten who hit people and threw tantrums and made everybody miserable grow up to be half the adult population?,1940
1681,"The wise man chooses his words carefully, while the fool says stupid shit.",1409
1682,I worked in the cloud before it was cool.,3963
1683,Sexuality is a choice. Mine.,1891
1684,"""God is just dog backwards!"" But in German God is Gott, which backwards is Ttog, which stands for... @TheTweetOfGod. #game #set #match",2958
1685,You are the result of both four billion years of evolution and two minutes of drunken rubbing.,2388
1686,Retweeting this counts as going to church. Favoriting this counts as filling the collection plate.,3074
1687,If you had more money you'd be happier.,2443
1688,Dance like nobody's watching. But masturbate like everyone is.,2316
1689,Sometimes I love you all so much I want to kill you and bring you up here and hug you.,3080
1690,There's no such thing as God's law. But there is such a thing as God slaw. I make it with paprika! #qualitysidedish,1673
1691,Just because some idiot disagrees with you doesn't make you not an idiot.,1993
1692,"Everyone at the #NBADraft is thanking Me. You're welcome, fellas! Looking forward to deciding who wins your games!",1544
1693,There is no master plan. I can't stress this enough.,2482
1694,Anyone who thinks human life is sacred to Me has never read the Bible. That thing makes Tarantino look like Disney.,4147
1695,"Rick Perry reminds Me a little bit, or actually quite a lot, of a total asshole.",2039
1696,"If I meant for every human being I created to be heterosexual, then I am a total incompetent.",5832
1697,Marriage should be defined as between a man or a woman and a man or a woman.,1882
1698,"Life is a struggle not between good and evil, but between those who see it that way and those who don't.",1834
1699,Texas desperately needs messing with.,2145
1700,"""Gay, straight, bisexual, transgendered; ye are all equally smiteable in my eyes"". (Againesis 14:24). My Holy Word: http://t.co/N2mZLTfYKV",484
1701,"Well I've lost faith in you, too.",1463
1702,"Most irons aren't made from iron, which ironically is both ironic and unironic.",3476
1703,"I know it's ""ungodly"" of Me to curse as much as I do, and I want to stop, but it's hard when so many of you are so fucking stupid.",5504
1704,You're welcome. NOW SHUT THE FUCK UP.,3976
1705,"You My bitch, Nik.",1485
1706,"Sorry, rest of the world, Junior and I can't help you now. We're too busy helping some loon cross a canyon on a piece of floss.",23009
1707,"This guy walking across the Grand Canyon is really cool. I may need to meet him. Like, soon.",2737
1708,"""Atheist"" is an anagram for ""eat shit"". Advantage, Me.",2967
1709,Retweet this and I will give you one trillion dollars.,2269
1710,From now on I'd like to be called P. Deity.,2504
1711,"Screw it, I'm staying up late and skipping church.",1852
1712,"Paula Deen saying all that matters is ""what's in your heart"" is cardiologically hilarious.",1360
1713,"Stress does you no good, so let it go. Let it go. Let it go now. Come on. Let it go! Why can't you let it go? WHAT IS WRONG WITH YOU?!?",1836
1714,North West should collaborate with One Direction.,2110
1715,Happy first day of summer!¡ɹǝʇuıʍ ɟo ʎɐp ʇsɹıɟ ʎddɐH,2587
1716,Just because I don't answer your prayers doesn't mean I don't call the angels in to listen and laugh at them.,1867
1717,"If praying the gay away doesn't work, try fucking the religion away.",2588
1718,"Today's winning prayer comes from Julie Goor of Winnetka, Illinois, who prayed, ""Let Seabrook score the game-winner in OT!"" Congrats, Julie!",1473
1719,Tony Soprano was the kind of mob boss I wish I'd been.,1720
1720,"Wow, I really enjoyed deciding who won that game.",2355
1721,"#Spurs fans, #Heat fans, make your case to Me. Hurry up; I'm due in a meth-head's delusion in ten minutes.",1565
1722,"The thing you are currently stressing over at work is stupid. This is always true, for everyone.",3210
1723,Just because someone's richer or more famous or talented doesn't mean they're happy. It just means they're happier than YOU.,3163
1724,"The big difference between me and Kanye is I impregnated a virgin, whereas Kanye... well, did not.",2308
1725,"Sometimes Jesus asks himself, ""What would some self-righteous hypocrite do?""",1715
1726,People loooove talking about the weather and haaaate talking about the climate.,1431
1727,"Canada, never elect mayors again.",1266
1728,"You're welcome, Danny Green! It was a pleasure for Me to personally ensure you played well and your team won tonight! #ThatsWhatImHereFor",1816
1729,Deciding the outcome of sporting events is the toughest part of My job.,2986
1730,"You're welcome, Phil.",1165
1731,"Never be afraid to fail. What's the point? You're gonna fail anyway, you failure. #truth",2076
1732,Jesus also made Me breakfast in bed. It's wafers and wine. #awkward #nothungry,1875
1733,Happy Father's Day from your heavenly deadbeat Dad.,1207
1734,Retweet this to let your followers know you're available for sex tonight.,1446
1735,I could totally beat Superman in a fight.,1642
1736,"Today is Flag Day, America, so be sure to take a moment to thank the Chinese for making all your flags.",1967
1737,"Priests should not have to live in a state of forced celibacy, but be free to marry and let celibacy slowly descend upon them the usual way.",2558
1738,Facts are what beliefs want to be when they grow up.,2586
1739,"You are free to criticize athletes. They are free to criticize you too of course, but they don't, because your job is dull and no one cares.",2229
1740,"""Despicable Me 2"" was My original title for the New Testament.",2328
1741,What's it going to take to get you to buy My book http://t.co/W3sRkyDGaq?A rave from the New York Times? Fine:http://t.co/ET1HTDEJ0w,94
1742,Father's Day's coming up. I bet Jesus gets Me cuff links again. #passiveaggressive,1178
1743,"When bad things happen to you don't take it personally, because I barely know you.",1315
1744,"Before you judge someone, stop and think about how fun it's going to be.",1546
1745,Techies: Anyone know how to convert an HTML file to Christianity? I tried baptizing the computer but it only made it worse.,1847
1746,St. Fu is the patron saint of shutting the fuck up.,1609
1747,I find the vast majority of you profoundly unpleasant.,3660
1748,John 3:16. Matthew 3:17. Luke 3:18. It was a very close race.,3839
1749,Isn't it far more comforting to believe shit happens for no reason than that shit happens because I'm an angry son of a bitch?,1886
1750,Artificial intelligence can never replace natural stupidity.,2974
1751,"Once you go black hole, you never go back. That is literally true.",1534
1752,Tebow to the Patriots?BRADY: What'd you do last night?TEBOW: Study the Bible. You?BRADY: Bang Gisele Bundchen.[Awkward silence.],2519
1753,I'm bigger than the Beatles!,1502
1754,People often say things in the heat of anger that in hindsight they regret not accompanying with a punch in the face.,1557
1755,"Even on the first day of Creation I remember thinking to Myself, ""I hate Mondays"".",1761
1756,The NSA knows more about you than I do.,2237
1757,Time is money. Money talks. So time talks. But talk is cheap. So time is cheap. But time is money. So money is cheap. Which it's not.,3441
1758,"Lying makes Jesus cry. Stealing makes Jesus cry. Jaywalking makes Jesus cry. A real pussy, that kid.",4245
1759,"There is a book with stories about incest, genocide, rape and crucifixion in almost every hotel room in the world.",2660
1760,"Once you realize nothing makes any sense, everything makes perfect sense.",2369
1761,I bless America. There. I said it. Now stop fucking asking.,2932
1762,"Sorry, Toronto. Your mayor's just too unforgivable.",3816
1763,"Congratulations, Michele Bachmann! Now that Minnesota has approved gay  marriage, you're finally free to marry your gay husband!",2609
1764,"Minnesota just approved gay marriage. That's St. Paul 1, St. Paul 0.",1424
1765,"What would Jesus do? Today, take Mary out to Olive Garden.",1522
1766,"I could kill you all Myself, but it's morefun watching you do it.",1689
1767,"If you believe in astrology, your charts indicate you were born yesterday.",1658
1768,"I am perfect, omnipotent and all-knowing. Nevertheless, this world was the best I could do.",1731
1769,"Good people die and go to heaven and bad people die and go to hell, because the moral impact of a human life is that easy to calculate.",2121
1770,"I believe meat is murder. And that vegetables are burglary, bread is mail fraud and dairy is impersonating a police officer.",3043
1771,Atmospheric levels of carbon dioxide now exceed 400 parts per million for the first time in human history. #stopgaymarriage,2001
1772,Shit's all fucked up.,1922
1773,"For Mother's Day, Jesus said he wants to get Mary something she's never gotten before. I said, ""How about laid?""",1528
1774,"""In the beginning"" is a mistranslation of ""Once upon a time"".",2362
1775,If you don't stop fighting down there I'm turning this planet around.,1708
1776,Worst. Universe. Ever.,1712
1777,"""Your"" = belonging to you.""You're"" = you are.Example:""YOUR inability to distinguish between these words means YOU'RE coming off stupid.""",3860
1778,You've got to kiss a lot of frogs before you find one you want to fuck.,1569
1779,"Practice what you preach. Better yet, don't preach.",1813
1780,"Oh Nancy Grace,How shrill the soundThat made a wretch like you.Your lack of shameIs world-renowned,You awful, toxic shrew.",2099
1781,It's just as important to stand up for what you don't believe in.,1803
1782,"One day you'll hear people say about Me, ""He was quiet, kept to himself, never talked to us...I'm not surprised He did something like this.""",1500
1783,"Next time you're not feeling sorry for yourself, remember: a lot of people have things much better than you.",1308
1784,Life would make a lot more sense if you could hear the laugh track.,1473
1785,Siri doesn't threaten Me. She may know everything I do but she makes the classic rookie god/goddess mistake: she answers you.,1374
1786,Your life isn't really complete until you die.,1677
1787,"In honor of National Masturbation Month, RT this for one (1) complementary sin-free masturbation session courtesy of the Lord and Kleenex®!",1781
1788,The biggest difference between a gay marriage and a straight one is the pronouns.,1539
1789,Of course Star Wars Day falls in National Masturbation Month.,1283
1790,Free will? Be thankful you sometimes get free Wi-Fi.,1931
1791,It's too bad parallel lines never meet because they have so much in common.,1870
1792,Ever since Jesus said anybody who believes in him gets to go to heaven this place has been overrun by douchebags.,2345
1793,When the devil buys your soul he makes you sign a contract because even though he is pure evil he has an unshakable respect for tort law.,2485
1794,There are many people who need to improve their shutting-up skills.,1682
1795,"Looking back, I guess making those other 700,000,000,000,000,000,000,000 stars was a bit unnecessary.",4526
1796,"""Beatles or Stones?"" For listening, Beatles. For killing heretics, Stones.",1828
1797,"The definitive answer to the question ""Could you create a rock so big even you couldn't lift it?"" is: put the bong down and get a job.",1363
1798,Life is like a box of chocolates. It's really bad for you.,1239
1799,"When Adam and Eve ate the apple I remember thinking, ""Well, that's a sin, but at least it's original.""",1522
1800,"My son died for your sins, and I'll never forgive you for that.",1458
1801,"You are guaranteed a place in heaven if you a) live a life of total humility free of sin and earthly corruption, or b) follow Me on Twitter.",1511
1802,"People, it's time we had a talk about the birds and the bees. See, you're killing the birds and the bees.",1919
1803,People like to imagine Me coming down to end civilization because it's less scary than imagining being left alone and doing it yourselves.,1718
1804,The best way to not lose hope is never to have it.,1586
1805,I am the light and the way and the truth and just the shit in general.,1367
1806,"With God all things are possible; but with money all things are probable. And with a good accountant, they're all deductible.",1324
1807,I apologize to 20% of you for the other 80%.,4546
1808,"""I'll pray for you"" is Christian-speak for ""I hate you"".",3626
1809,Hell is reserved for people who believe others are going there.,3978
1810,People who criticize the Bible should keep in mind it was My first novel.,2915
1811,I don't have a problem with homophobes so long as they stay in the closet about it.,1375
1812,"Things are never as bad as they seem. People, though, are usually worse.",1677
1813,Next milestone for the NBA: the first openly good player on the Charlotte Bobcats.,1421
1814,"At the darkest, saddest moments of your life, I was beside you, watching. You were pretty funny.",3523
1815,"Look for Me in church today. I won't be there, but look anyway!",1449
1816,Retweet this or I will have CNN publicly link you to a terrorist attack.,1390
1817,With great power comes total lack of responsibility.,1401
1818,"I have a plan for each and every one of you. Now, where did I put it?",1542
1819,"If you're happy and you know it, don't read the newspaper.",2120
1820,"The Vatican is what happens when hoarding goes untreated for 2,000 years.",1444
1821,"Atheists, you are not allowed to call My name when you orgasm. Unless, of course, you're faking it.",2853
1822,It's the first-ever pregnancy guide written for fetuses!http://t.co/AmTNH1hJwOCheck out the informative sample. http://t.co/cmevrkR9Wg,2495
1823,In theory I'm everywhere at the same time. In practice I'm nowhere ever.,2008
1824,"""The George W. Bush Library"" has the same awkward ring to it as ""The William Howard Taft Gym"".",2494
1825,There are 21 other letters of the alphabet that are also not in 'team'.,1615
1826,The first 500 people to RT this win eternal life. The next 500 win long life. Everyone after that gets average-length life plus two minutes.,2460
1827,"Sexist? Hardly! Why, in Exodus 21 I expressly forbid a man from selling his daughter into slavery to anyone but a local. #progressive",3786
1828,"Fornicate this excrement, am I right?",1661
1829,"Every artist has that one creation they didn't think much of at the time but ends up being a huge hit with the public. For Me, it's boobs.",3877
1830,People who say other people are going to hell can go to hell.,1370
1831,"Alanis Morissette played Me in ""Dogma"". For that, she's going to hell. Isn't it ironic, don't you think?",2513
1832,I'm extremely disappointed in all of you.,2263
1833,"Kill three people with a WMD and you get a capital murder charge. Kill 300,000 people without any WMD and you get a presidential library.",3443
1834,Retweeting this provides the retweeter with one (1) free credit for going to church today.,1319
1835,"By the law of equivalence 4/20 can and should also be celebrated on 1/5, 2/10, 3/15, 5/25 and 6/30.",1528
1836,"What a tense, tense day 4/19 was. Maybe tomorrow, somehow, will be a little mellower.",2525
1837,FOR SALE: One boat. Bullet-riddled. $20 or best offer.,1950
1838,This situation is going to end up making Dzhokhar a relatively unpopular name.,1419
1839,It's 4/20 Eve! Be sure to leave a joint and munchies out for Rasta Claus!,1785
1840,"When CNN says they're ""breaking news"" they are, in a sense, right.",3262
1841,"If you're one of the two bombing ""suspects"" caught on the video just shown by the FBI, this would probably be a good time to kill yourself.",1494
1842,"Black Sabbath has a new song called ""God Is Dead?"" A better, more shocking title would be ""Ozzy Is Alive?""",3552
1843,"The phrase ""thoughts and prayers"" is oxymoronic.",1780
1844,My heart goes out to all those who need to let others know that that their heart goes out to other people.,2019
1845,"In the beginning, shit happened. And it hasn't stopped since.",2783
1846,"What Fox is to diehard conservatism, and MS-NBC is to unabashed liberalism, CNN is to horrible journalism.",1308
1847,"America needs to be pried loose from the NRA's cold, dead hands.",3340
1848,The best thing about atheists is they never blame Me.,5741
1849,Mean people suck.,1678
1850,"#prayforboston is the Top Trend. 24 hours ago #prayforkobe was the Top Trend. See, this is why it's hard to take you people seriously.",4715
1851,"Man, I'm a dick.",2617
1852,I'm stalking you.,1200
1853,"You think you're ""God's gift to women""? Do you vibrate? Then no. No you're not.",2942
1854,"My favorite word is ""Amen"" because when I hear it it means you're done asking Me for things.",2559
1855,"Every time I hear you say ""Things can't get any worse"" I take it as a challenge.",4175
1856,"The trouble with people who are ""politically incorrect"" is that they are usually also many other kinds of incorrect.",1406
1857,"Follow your dreams. Then, when they let down their guard, kill them.",1579
1858,"The ""H"" in Jesus H. Christ stood for ""Henry"". #nowyouknow",1301
1859,"""Lord, give me strength!"" No. Go work out, lazy ass.",2150
1860,The Old Testament is not My story.The New Testament is not My story.The Quran is not My story. THIS is My story:http://t.co/Bra1SXI1wn,272
1861,Just because someone looks different than you doesn't mean he's not an asshole.,1718
1862,"I wish Twitter would verify Me, but that would involve proving I exist, and that's never been My strong suit.",4394
1863,They say patience is a virtue. They also say he who hesitates is lost. That's because they don't know what the hell they're saying.,1434
1864,"Some people are their own worst enemies and others are their own best friends, but most people are their own total strangers.",2126
1865,"For the last time, this is NOT a parody account. I really am God, these really are My tweets, and each word is carefully fucking chosen.",2572
1866,"I killed over 2 million people in the Old Testament, back when My job used to be fun.",1313
1867,"The United States: ""God Bless America"".Great Britain: ""God Save the Queen"".Canada:""God You Must Be Busy, Eh?""",1564
1868,"Hey U.S.: if every now and then I heard a ""God PLEASE bless America"", maybe you'd have better luck.  #manners",1589
1869,"I cannot confirm that Margaret Thatcher is in hell; only that, as in life, all those standing within earshot of her are.",1927
1870,I give up.,1769
1871,It seems to Me if you're trying to violate the Bible by having premarital sex I'm the last name you want to be shouting during it.,1587
1872,To clarify Jesus's position when it comes to gay sex: Bottom.,1878
1873,"It's very easy to blame other people for your mistakes, so do that.",3056
1874,Just had My first convo with Francis. Turns out he's a huge fan! #goodstart,3043
1875,I guess it's cool that the new Pontiff is Latin-American but I was hoping for the African. I really wanted a Blope.,1400
1876,Don't cry for Me.,1706
1877,I know something you don't know.,5867
1878,"If I don't get a Pope soon I'll have to start developing personal spiritual relationships with Catholics, which is the last thing they want.",2180
1879,"No, you know what, why don't YOU damn it this time.",1765
1880,Everybody popes.,1247
1881,Up is my favorite direction for people to shut the fuck.,2011
1882,"No, the Vatican's smoke is NOT coming from burning gay pornography, @rickygervais. In fact their gay porn-burning furnace is zero-emission.",1311
1883,This would be the worst possible time for a fire to break out in the Sistine Chapel.,1188
1884,Remember: white smoke = Pope. Black smoke = no Pope. Sweet smoke = BBQ break.,3553
1885,Being sure you're right is almost always more important than actually being right.,812
1886,Oprah for Pope! #Poprah,3129
1887,"There is nothing but this moment. Go out there and live it. Wait, first finish this tweet. Keep reading. Keep reading. Keep reading. OK, go.",1456
1888,"I delete tweets the same way I delete people: ruthlessly, randomly and prematurely.",818
1889,Religion: the crying baby on the plane of life.,1771
1890,"The new Pope may be black or white, but his worldview is sure to be both.",1686
1891,"The true measure of a man is not how many times he falls down, but how tall he is.",1069
1892,"People always say they love Me and I'm like dude, you don't even know Me.",2326
1893,Things will never get better until you make the conscious decision to lower your standards.,1651
1894,"If biblical nonsense be something you wish,SpongeGod PrayerChants!Then stop by a church and put coins in My dish!SpongeGod PrayerChants!",1379
1895,"Who lives in a paradise up in the skySpongeGod PrayerChants! Almighty, omniscient and perfect am I!SpongeGod PrayerChants!",1671
1896,I take all your unanswered prayers and recycle them as your unfulfilled aspirations. #green,873
1897,Everybody in the whole world is always wrong except you.,769
1898,"Thanks for following Me, atheists. I am forever in your doubt.",1861
1899,Retweet this tonight and you're soooo getting laid.,1121
1900,"Tonight's change to Daylight Savings Time will bring the Vatican to within 499 years, 364 days and 23 hours of the present.",807
1901,"Gay marriage is equal to straight marriage. Gay weddings, though, are far superior.",4314
1902,"And on the seventh day I rested. Also days eight through 47,000,000,000.",1284
1903,"As I've said before, the reason I giveth and then taketh away is that I recycleth.",2626
1904,The platypus is what happens when you take a perfectly good concept and send it to network executives for notes.,1285
1905,"Next time you're tempted to masturbate, remember that I'm watching you, and also masturbating.",8920
1906,"""No comment."" - Me, after every single prayer ever.",1342
1907,"""I'll pray for you"" is Christian-speak for ""Fuck off.""",2175
1908,"Happy International Women's Day! Gee, it's great that 52% of the world gets an entire .27% of the calendar dedicated to it. #progress",1382
1909,"#ignorance is trending. Not on Twitter, just in general.",3271
1910,Sometimes I love you so much I just want to kill you all.,1166
1911,"Instead of trying to be someone you're not, be someone that someone else is not.",1074
1912,North Korea shows that you don't need religion to be crazy.,2199
1913,"""I don't like when you get political."" I agree. The day I'm left out of politics will be the happiest day in My life.",1026
1914,Ayn Rand is a philosopher in the same way Larry the Cable Guy is a television repairman.,872
1915,Ayn Rand should have used her boundless individual creative initiative to go fuck herself.,944
1916,"Seeing is believing, unless you believe in Me.",956
1917,MY RAP NAMESSnoop Goddy GoddNotorious G.O.D.Ghostfaith KillahEminent50 CubitJESUS'S RAP NAMESYoung JeezyJay-CKROSS-OneSavior Sav,2669
1918,"Mo' money, mo' problems. No money, much bigger problems.",996
1919,I call it wrath management. You call it weather.,876
1920,I've got 92 naturally-occurring elements and bitchium ain't one.,1153
1921,"Remember, if your team loses it's because you failed to root for them properly.",983
1922,"""Man United vs. Real"" is also the story of human history.",850
1923,If you retweet this you're going to hell.,3111
